"Día","Línea de Servicio","Hora de operación","","","","","","","","","","","","","","","","","","","",""
"","","4:00","5:00","6:00","7:00","8:00","9:00","10:00","11:00","12:00","13:00","14:00","15:00","16:00","17:00","18:00","19:00","20:00","21:00","22:00","23:00","Total general (Número de pasajeros)"
"09/12/2023","LÍNEA J","757.00 ","1,187.00 ","1,467.00 ","1,580.00 ","1,200 ","1,056 ","1,004 ","906 ","970 ","836 ","893 ","753 ","825 ","795 ","836.00 ","764.00 ","519.00 ","269.00 ","144.00 ","","16,761 "
"09/12/2023","LÍNEA K","1,410.00 ","1,881.00 ","2,127.00 ","1,850.00 ","1,711 ","1,446 ","1,507 ","1,371 ","1,558 ","1,403 ","1,301 ","1,308 ","1,519 ","1,452 ","1,499.00 ","1,126.00 ","796.00 ","538.00 ","253.00 ","","26,056 "
"09/12/2023","LÍNEA L","","","","","","247 ","407 ","442 ","417 ","421 ","411 ","415 ","440 ","435 ","","","","","","","3,635 "
"09/12/2023","LÍNEA M","186.00 ","404.00 ","534.00 ","466.00 ","377 ","345 ","390 ","378 ","504 ","573 ","583 ","595 ","592 ","582 ","651.00 ","580.00 ","568.00 ","398.00 ","420.00 ","","9,126 "
"09/12/2023","LÍNEA O","175.00 ","573.00 ","718.00 ","747.00 ","533 ","493 ","537 ","557 ","653 ","614 ","614 ","516 ","638 ","618 ","593.00 ","528.00 ","429.00 ","441.00 ","260.00 ","","10,237 "
"09/12/2023","LÍNEA P","715.00 ","1,348.00 ","1,520.00 ","1,463.00 ","1,192 ","1,009 ","1,022 ","907 ","890 ","863 ","815 ","860 ","865 ","775 ","937.00 ","799.00 ","678.00 ","406.00 ","175.00 ","","17,239 "
"09/12/2023","LÍNEA T-A","760.00 ","1,644.00 ","2,310.00 ","2,583.00 ","2,160 ","2,101 ","2,140 ","2,443 ","2,920 ","3,121 ","3,212 ","3,032 ","2,994 ","2,907 ","2,955.00 ","2,804.00 ","2,217.00 ","1,897.00 ","1,454.00 ","","45,654 "
"10/12/2023","LÍNEA 1","489.00 ","1,757.00 ","1,990.00 ","2,169.00 ","2,453 ","2,947 ","3,105 ","2,760 ","2,833 ","3,098 ","3,307 ","3,359 ","3,337 ","3,412 ","3,697.00 ","3,083.00 ","2,945.00 ","2,517.00 ","370.00 ","","49,628 "
"10/12/2023","LÍNEA 2","3.00 ","205.00 ","225.00 ","273.00 ","261 ","373 ","543 ","425 ","607 ","703 ","588 ","595 ","567 ","699 ","678.00 ","593.00 ","348.00 ","241.00 ","24.00 ","","7,951 "
"10/12/2023","LÍNEA A","3,721.00 ","10,841.00 ","12,072.00 ","11,697.00 ","14,007 ","15,299 ","16,733 ","16,283 ","17,877 ","19,442 ","22,836 ","21,987 ","23,142 ","24,659 ","25,344.00 ","20,368.00 ","19,588.00 ","16,743.00 ","1,637.00 ","","314,276 "
"10/12/2023","LÍNEA B","1,239.00 ","2,330.00 ","2,056.00 ","2,005.00 ","2,523 ","2,986 ","3,091 ","3,421 ","3,367 ","3,501 ","3,728 ","3,254 ","3,330 ","3,395 ","3,902.00 ","2,890.00 ","2,338.00 ","1,849.00 ","283.00 ","","51,488 "
"10/12/2023","LÍNEA H","","","","","7 ","157 ","112 ","105 ","75 ","76 ","104 ","97 ","95 ","91 ","117.00 ","78.00 ","48.00 ","36.00 ","4.00 ","","1,202 "
"10/12/2023","LÍNEA J","","","","","31 ","1,156 ","894 ","842 ","811 ","777 ","676 ","699 ","668 ","742 ","852.00 ","713.00 ","469.00 ","228.00 ","13.00 ","","9,571 "
"10/12/2023","LÍNEA K","","","","","684 ","1,203 ","1,282 ","1,136 ","1,210 ","1,129 ","1,174 ","1,244 ","1,390 ","1,459 ","1,436.00 ","1,110.00 ","823.00 ","427.00 ","7.00 ","","15,714 "
"10/12/2023","LÍNEA L","","","","","111 ","203 ","332 ","352 ","459 ","357 ","336 ","386 ","455 ","351 ","4.00 ","","","","","","3,346 "
"10/12/2023","LÍNEA M","","","","","10 ","354 ","303 ","258 ","313 ","354 ","346 ","442 ","432 ","464 ","476.00 ","479.00 ","364.00 ","344.00 ","163.00 ","","5,102 "
"10/12/2023","LÍNEA O","24.00 ","360.00 ","313.00 ","296.00 ","281 ","318 ","444 ","359 ","398 ","368 ","454 ","411 ","422 ","424 ","413.00 ","417.00 ","455.00 ","356.00 ","57.00 ","","6,570 "
"10/12/2023","LÍNEA P","","","","","20 ","971 ","897 ","719 ","729 ","685 ","785 ","909 ","712 ","697 ","924.00 ","705.00 ","555.00 ","342.00 ","20.00 ","","9,670 "
"10/12/2023","LÍNEA T-A","196.00 ","805.00 ","938.00 ","1,037.00 ","1,077 ","1,543 ","1,620 ","1,547 ","1,739 ","1,842 ","1,993 ","2,035 ","2,039 ","2,131 ","2,243.00 ","1,841.00 ","1,636.00 ","1,547.00 ","343.00 ","","28,152 "
"11/12/2023","LÍNEA 1","3,039.00 ","7,888.00 ","10,469.00 ","9,501.00 ","6,633 ","5,666 ","4,872 ","4,895 ","4,953 ","4,737 ","5,556 ","6,057 ","8,222 ","10,589 ","8,223.00 ","5,507.00 ","3,714.00 ","2,678.00 ","1,771.00 ","","114,970 "
"11/12/2023","LÍNEA 2","190.00 ","817.00 ","1,057.00 ","1,060.00 ","955 ","1,006 ","1,068 ","1,153 ","1,223 ","1,133 ","1,336 ","1,605 ","1,997 ","2,190 ","1,999.00 ","1,486.00 ","870.00 ","513.00 ","244.00 ","","21,902 "
"11/12/2023","LÍNEA A","17,076.00 ","43,678.00 ","60,494.00 ","50,976.00 ","34,023 ","29,213 ","27,569 ","27,992 ","29,984 ","29,532 ","34,973 ","39,643 ","60,134 ","83,905 ","62,362.00 ","38,091.00 ","24,006.00 ","17,644.00 ","11,197.00 ","","722,492 "
"11/12/2023","LÍNEA B","3,221.00 ","7,276.00 ","8,674.00 ","7,664.00 ","5,676 ","4,884 ","4,453 ","4,307 ","4,511 ","4,195 ","4,637 ","5,202 ","7,026 ","10,173 ","7,117.00 ","4,222.00 ","2,924.00 ","2,098.00 ","1,178.00 ","","99,438 "
"11/12/2023","LÍNEA H","240.00 ","539.00 ","441.00 ","304.00 ","189 ","142 ","127 ","105 ","123 ","83 ","60 ","63 ","83 ","56 ","47.00 ","39.00 ","48.00 ","16.00 ","3.00 ","","2,708 "
"11/12/2023","LÍNEA J","1,440.00 ","2,440.00 ","2,416.00 ","2,065.00 ","1,468 ","1,015 ","992 ","878 ","795 ","657 ","586 ","570 ","688 ","590 ","456.00 ","373.00 ","313.00 ","126.00 ","51.00 ","","17,919 "
"11/12/2023","LÍNEA K","2,359.00 ","2,765.00 ","2,462.00 ","2,337.00 ","1,883 ","1,546 ","1,267 ","1,205 ","1,211 ","1,021 ","827 ","812 ","1,060 ","845 ","778.00 ","614.00 ","597.00 ","282.00 ","116.00 ","","23,987 "
"11/12/2023","LÍNEA M","392.00 ","816.00 ","893.00 ","671.00 ","403 ","368 ","307 ","307 ","347 ","297 ","365 ","475 ","616 ","930 ","1,130.00 ","901.00 ","597.00 ","358.00 ","278.00 ","","10,451 "
"11/12/2023","LÍNEA O","252.00 ","996.00 ","1,533.00 ","1,304.00 ","874 ","610 ","578 ","539 ","608 ","554 ","586 ","618 ","999 ","1,316 ","983.00 ","763.00 ","505.00 ","486.00 ","216.00 ","","14,320 "
"11/12/2023","LÍNEA P","1,460.00 ","3,183.00 ","2,973.00 ","2,287.00 ","1,378 ","1,072 ","875 ","846 ","921 ","751 ","728 ","731 ","917 ","848 ","609.00 ","508.00 ","480.00 ","268.00 ","138.00 ","","20,973 "
"11/12/2023","LÍNEA T-A","1,382.00 ","3,321.00 ","4,321.00 ","4,028.00 ","2,896 ","2,360 ","2,212 ","2,323 ","2,423 ","2,334 ","2,496 ","2,816 ","3,835 ","4,904 ","4,829.00 ","3,346.00 ","2,135.00 ","1,553.00 ","1,168.00 ","","54,682 "
"12/12/2023","LÍNEA 1","2,962.00 ","7,774.00 ","10,408.00 ","9,800.00 ","6,860 ","5,695 ","4,781 ","4,839 ","4,951 ","4,786 ","5,458 ","5,792 ","8,528 ","10,697 ","8,245.00 ","5,791.00 ","3,787.00 ","2,965.00 ","1,759.00 ","","115,878 "
"12/12/2023","LÍNEA 2","190.00 ","833.00 ","1,034.00 ","1,120.00 ","926 ","975 ","970 ","1,139 ","1,153 ","1,090 ","1,310 ","1,596 ","1,900 ","2,060 ","2,046.00 ","1,462.00 ","949.00 ","507.00 ","234.00 ","","21,494 "
"12/12/2023","LÍNEA A","16,477.00 ","43,774.00 ","59,308.00 ","52,877.00 ","35,634 ","29,656 ","27,385 ","27,539 ","29,509 ","29,233 ","35,595 ","38,585 ","61,817 ","84,347 ","64,650.00 ","40,533.00 ","25,517.00 ","19,242.00 ","11,678.00 ","","733,356 "
"12/12/2023","LÍNEA B","3,062.00 ","7,271.00 ","8,503.00 ","7,684.00 ","5,762 ","5,173 ","4,457 ","4,351 ","4,726 ","4,198 ","4,627 ","5,047 ","7,200 ","10,218 ","7,328.00 ","4,494.00 ","3,282.00 ","2,371.00 ","1,309.00 ","","101,063 "
"12/12/2023","LÍNEA H","235.00 ","541.00 ","434.00 ","296.00 ","175 ","137 ","108 ","99 ","131 ","68 ","67 ","64 ","92 ","54 ","31.00 ","61.00 ","39.00 ","33.00 ","5.00 ","","2,670 "
"12/12/2023","LÍNEA J","1,366.00 ","2,415.00 ","2,431.00 ","2,105.00 ","1,457 ","1,138 ","893 ","816 ","853 ","641 ","617 ","607 ","704 ","628 ","503.00 ","385.00 ","309.00 ","147.00 ","60.00 ","","18,075 "
"12/12/2023","LÍNEA K","2,443.00 ","2,776.00 ","2,640.00 ","2,340.00 ","1,921 ","1,538 ","1,240 ","1,144 ","1,326 ","1,000 ","746 ","900 ","1,198 ","1,080 ","759.00 ","582.00 ","662.00 ","313.00 ","90.00 ","","24,698 "
"12/12/2023","LÍNEA L","","","","","","137 ","169 ","170 ","152 ","175 ","145 ","245 ","222 ","205 ","","","","","","","1,620 "
"12/12/2023","LÍNEA M","380.00 ","861.00 ","890.00 ","669.00 ","466 ","340 ","342 ","321 ","343 ","267 ","353 ","505 ","670 ","991 ","1,121.00 ","902.00 ","583.00 ","398.00 ","327.00 ","","10,729 "
"12/12/2023","LÍNEA O","272.00 ","922.00 ","1,516.00 ","1,346.00 ","805 ","616 ","568 ","573 ","520 ","552 ","620 ","670 ","1,010 ","1,339 ","1,055.00 ","693.00 ","510.00 ","469.00 ","242.00 ","","14,298 "
"12/12/2023","LÍNEA P","1,414.00 ","3,147.00 ","3,017.00 ","2,283.00 ","1,372 ","1,078 ","950 ","908 ","963 ","724 ","665 ","720 ","802 ","877 ","673.00 ","461.00 ","512.00 ","263.00 ","113.00 ","","20,942 "
"12/12/2023","LÍNEA T-A","1,348.00 ","3,348.00 ","4,472.00 ","4,040.00 ","3,085 ","2,235 ","2,259 ","2,187 ","2,382 ","2,312 ","2,594 ","2,904 ","3,934 ","4,959 ","4,823.00 ","3,446.00 ","2,381.00 ","1,599.00 ","1,244.00 ","","55,552 "
"13/12/2023","LÍNEA 1","2,999.00 ","7,665.00 ","10,649.00 ","9,766.00 ","6,671 ","5,660 ","4,843 ","4,668 ","4,852 ","4,856 ","5,551 ","6,055 ","8,646 ","10,794 ","8,356.00 ","5,620.00 ","3,453.00 ","2,532.00 ","1,837.00 ","","115,473 "
"13/12/2023","LÍNEA 2","191.00 ","878.00 ","1,062.00 ","989.00 ","891 ","954 ","1,000 ","1,071 ","1,076 ","1,077 ","1,256 ","1,474 ","1,922 ","2,136 ","1,965.00 ","1,394.00 ","853.00 ","515.00 ","274.00 ","","20,978 "
"13/12/2023","LÍNEA A","16,272.00 ","43,484.00 ","61,770.00 ","51,895.00 ","34,179 ","29,674 ","26,718 ","26,333 ","29,362 ","29,443 ","35,308 ","40,044 ","65,348 ","87,134 ","64,196.00 ","39,200.00 ","23,486.00 ","17,221.00 ","12,385.00 ","","733,452 "
"13/12/2023","LÍNEA B","3,098.00 ","7,190.00 ","8,659.00 ","7,782.00 ","5,602 ","5,012 ","4,292 ","4,205 ","4,393 ","4,368 ","4,590 ","5,393 ","7,532 ","10,573 ","7,210.00 ","4,500.00 ","2,810.00 ","2,351.00 ","6,901.00 ","","106,461 "
"13/12/2023","LÍNEA H","218.00 ","559.00 ","426.00 ","255.00 ","201 ","120 ","109 ","89 ","121 ","81 ","55 ","66 ","90 ","47 ","63.00 ","39.00 ","40.00 ","16.00 ","6.00 ","","2,601 "
"13/12/2023","LÍNEA J","1,383.00 ","2,418.00 ","2,435.00 ","2,120.00 ","1,440 ","1,120 ","882 ","795 ","819 ","599 ","606 ","618 ","702 ","741 ","527.00 ","426.00 ","299.00 ","129.00 ","83.00 ","","18,142 "
"13/12/2023","LÍNEA K","2,380.00 ","2,824.00 ","2,587.00 ","2,345.00 ","1,813 ","1,511 ","1,275 ","1,245 ","1,377 ","1,042 ","888 ","967 ","1,144 ","1,130 ","836.00 ","641.00 ","603.00 ","308.00 ","141.00 ","","25,057 "
"13/12/2023","LÍNEA L","","","","","8 ","137 ","137 ","176 ","171 ","170 ","180 ","149 ","172 ","214 ","","","","","","","1,514 "
"13/12/2023","LÍNEA M","372.00 ","836.00 ","904.00 ","663.00 ","413 ","349 ","298 ","304 ","366 ","308 ","388 ","490 ","708 ","904 ","1,189.00 ","933.00 ","506.00 ","360.00 ","310.00 ","","10,601 "
"13/12/2023","LÍNEA O","267.00 ","875.00 ","1,604.00 ","1,330.00 ","699 ","695 ","526 ","538 ","595 ","550 ","571 ","690 ","1,060 ","1,269 ","945.00 ","698.00 ","519.00 ","523.00 ","290.00 ","","14,244 "
"13/12/2023","LÍNEA P","1,415.00 ","3,191.00 ","3,156.00 ","2,321.00 ","1,461 ","1,057 ","870 ","801 ","937 ","771 ","613 ","698 ","916 ","831 ","664.00 ","447.00 ","465.00 ","221.00 ","168.00 ","","21,003 "
"13/12/2023","LÍNEA T-A","1,356.00 ","3,325.00 ","4,510.00 ","4,055.00 ","2,973 ","2,291 ","2,221 ","2,151 ","2,430 ","2,296 ","2,529 ","2,960 ","4,105 ","5,272 ","4,837.00 ","3,329.00 ","2,171.00 ","1,488.00 ","1,454.00 ","","55,753 "
"14/12/2023","LÍNEA 1","5,900.00 ","15,266.00 ","20,550.00 ","18,482.00 ","13,432 ","11,152 ","9,484 ","9,776 ","9,892 ","9,488 ","10,986 ","11,890 ","16,490 ","20,982 ","16,224.00 ","11,192.00 ","7,702.00 ","6,036.00 ","3,996.00 ","","228,920 "
"14/12/2023","LÍNEA 2","394.00 ","1,700.00 ","2,110.00 ","2,106.00 ","1,886 ","1,852 ","1,946 ","2,022 ","2,140 ","2,070 ","2,478 ","2,930 ","3,806 ","4,110 ","3,814.00 ","2,766.00 ","1,784.00 ","1,098.00 ","528.00 ","","41,540 "
"14/12/2023","LÍNEA A","32,260.00 ","84,654.00 ","119,844.00 ","102,084.00 ","68,284 ","57,940 ","52,318 ","52,130 ","58,714 ","57,900 ","69,610 ","76,842 ","122,474 ","165,612 ","122,720.00 ","79,206.00 ","52,758.00 ","38,930.00 ","26,110.00 ","","1,440,390 "
"14/12/2023","LÍNEA B","6,196.00 ","14,008.00 ","16,994.00 ","15,490.00 ","11,258 ","9,698 ","9,100 ","8,428 ","9,114 ","8,686 ","9,430 ","10,716 ","14,448 ","20,154 ","14,054.00 ","8,442.00 ","6,192.00 ","4,642.00 ","2,872.00 ","","199,922 "
"14/12/2023","LÍNEA H","486.00 ","1,010.00 ","872.00 ","578.00 ","330 ","254 ","244 ","256 ","188 ","194 ","144 ","216 ","206 ","104 ","84.00 ","104.00 ","62.00 ","26.00 ","6.00 ","","5,364 "
"14/12/2023","LÍNEA J","2,726.00 ","4,798.00 ","4,796.00 ","4,152.00 ","2,936 ","2,180 ","1,786 ","1,728 ","1,552 ","1,334 ","1,266 ","1,258 ","1,438 ","1,382 ","976.00 ","708.00 ","714.00 ","362.00 ","106.00 ","","36,198 "
"14/12/2023","LÍNEA K","4,706.00 ","5,716.00 ","5,280.00 ","4,536.00 ","3,686 ","2,944 ","2,452 ","2,348 ","2,618 ","2,118 ","1,804 ","1,832 ","2,612 ","2,264 ","1,412.00 ","1,128.00 ","1,228.00 ","600.00 ","226.00 ","","49,510 "
"14/12/2023","LÍNEA L","","","","","28 ","342 ","206 ","436 ","460 ","370 ","350 ","470 ","440 ","324 ","","","","","","","3,426 "
"14/12/2023","LÍNEA M","742.00 ","1,754.00 ","1,754.00 ","1,308.00 ","928 ","668 ","602 ","574 ","638 ","650 ","732 ","958 ","1,266 ","1,770 ","2,396.00 ","1,672.00 ","1,180.00 ","780.00 ","722.00 ","","21,094 "
"14/12/2023","LÍNEA O","492.00 ","1,860.00 ","2,982.00 ","2,460.00 ","1,832 ","1,270 ","1,138 ","1,206 ","1,216 ","1,118 ","1,096 ","1,376 ","1,914 ","2,464 ","1,912.00 ","1,484.00 ","1,138.00 ","1,054.00 ","504.00 ","","28,516 "
"14/12/2023","LÍNEA P","2,758.00 ","6,200.00 ","5,998.00 ","4,658.00 ","2,776 ","2,056 ","1,740 ","1,630 ","1,850 ","1,586 ","1,456 ","1,488 ","1,862 ","1,778 ","1,448.00 ","1,020.00 ","964.00 ","534.00 ","218.00 ","","42,020 "
"14/12/2023","LÍNEA T-A","2,622.00 ","6,628.00 ","8,938.00 ","7,768.00 ","5,950 ","4,566 ","4,336 ","4,318 ","4,560 ","4,272 ","4,956 ","5,738 ","7,790 ","9,662 ","9,306.00 ","6,556.00 ","4,726.00 ","3,410.00 ","2,616.00 ","","108,718 "
"15/12/2023","LÍNEA 1","2,871.00 ","7,432.00 ","10,095.00 ","9,418.00 ","6,709 ","5,581 ","4,771 ","4,813 ","5,041 ","4,945 ","5,961 ","6,686 ","8,540 ","9,518 ","8,057.00 ","5,882.00 ","4,473.00 ","3,618.00 ","2,447.00 ","","116,858 "
"15/12/2023","LÍNEA 2","196.00 ","825.00 ","994.00 ","1,041.00 ","944 ","891 ","963 ","1,039 ","1,190 ","1,036 ","1,399 ","1,563 ","1,979 ","2,078 ","1,923.00 ","1,438.00 ","915.00 ","732.00 ","421.00 ","","21,567 "
"15/12/2023","LÍNEA A","15,851.00 ","41,959.00 ","58,555.00 ","50,064.00 ","34,056 ","28,658 ","26,870 ","27,015 ","30,589 ","30,868 ","38,762 ","45,252 ","63,298 ","73,567 ","59,798.00 ","43,219.00 ","30,836.00 ","24,871.00 ","18,276.00 ","","742,364 "
"15/12/2023","LÍNEA B","2,985.00 ","6,997.00 ","8,310.00 ","7,558.00 ","5,480 ","4,735 ","4,318 ","4,799 ","4,485 ","4,342 ","5,203 ","5,646 ","7,582 ","9,552 ","7,095.00 ","4,955.00 ","3,063.00 ","2,891.00 ","2,003.00 ","","101,999 "
"15/12/2023","LÍNEA H","229.00 ","537.00 ","414.00 ","289.00 ","203 ","137 ","123 ","101 ","97 ","68 ","78 ","72 ","95 ","74 ","68.00 ","44.00 ","36.00 ","28.00 ","11.00 ","","2,704 "
"15/12/2023","LÍNEA J","1,332.00 ","2,410.00 ","2,364.00 ","2,014.00 ","1,461 ","1,180 ","926 ","881 ","885 ","712 ","689 ","697 ","793 ","675 ","613.00 ","454.00 ","280.00 ","192.00 ","87.00 ","","18,645 "
"15/12/2023","LÍNEA K","2,294.00 ","2,845.00 ","2,675.00 ","2,217.00 ","1,929 ","1,586 ","1,328 ","1,209 ","1,342 ","1,159 ","1,022 ","1,099 ","1,327 ","1,194 ","960.00 ","288.00 ","865.00 ","475.00 ","154.00 ","","25,968 "
"15/12/2023","LÍNEA L","","","","","","227 ","150 ","183 ","181 ","221 ","174 ","158 ","240 ","226 ","","","","","","","1,760 "
"15/12/2023","LÍNEA M","351.00 ","823.00 ","824.00 ","685.00 ","429 ","321 ","290 ","265 ","324 ","336 ","367 ","523 ","747 ","919 ","1,038.00 ","819.00 ","579.00 ","459.00 ","409.00 ","","10,508 "
"15/12/2023","LÍNEA O","241.00 ","858.00 ","1,486.00 ","1,233.00 ","868 ","693 ","591 ","520 ","610 ","530 ","645 ","703 ","982 ","1,125 ","897.00 ","731.00 ","421.00 ","428.00 ","359.00 ","","13,921 "
"15/12/2023","LÍNEA P","1,362.00 ","2,990.00 ","3,032.00 ","2,342.00 ","1,473 ","1,067 ","902 ","847 ","973 ","831 ","753 ","858 ","940 ","923 ","757.00 ","537.00 ","363.00 ","317.00 ","193.00 ","","21,460 "
"15/12/2023","LÍNEA T-A","1,284.00 ","3,235.00 ","4,214.00 ","3,971.00 ","2,903 ","2,271 ","2,207 ","2,012 ","2,347 ","2,295 ","2,570 ","3,079 ","4,063 ","4,940 ","4,429.00 ","3,597.00 ","2,545.00 ","2,146.00 ","1,656.00 ","","55,764 "
"16/12/2023","LÍNEA 1","2,056.00 ","4,916.00 ","6,152.00 ","6,896.00 ","5,518 ","5,143 ","5,039 ","5,426 ","6,507 ","7,267 ","6,893 ","6,481 ","5,782 ","5,714 ","4,101.00 ","4,283.00 ","4,286.00 ","3,185.00 ","2,211.00 ","","97,856 "
"16/12/2023","LÍNEA 2","126.00 ","556.00 ","623.00 ","785.00 ","711 ","760 ","842 ","1,054 ","1,419 ","1,375 ","1,409 ","1,335 ","1,317 ","1,413 ","977.00 ","1,273.00 ","1,243.00 ","767.00 ","415.00 ","","18,400 "
"16/12/2023","LÍNEA A","12,051.00 ","26,859.00 ","33,007.00 ","34,938.00 ","28,788 ","27,071 ","28,354 ","32,014 ","43,322 ","49,294 ","47,339 ","47,679 ","43,963 ","41,976 ","39,339.00 ","33,737.00 ","31,492.00 ","23,722.00 ","15,784.00 ","","640,729 "
"16/12/2023","LÍNEA B","2,280.00 ","4,352.00 ","5,006.00 ","5,391.00 ","5,140 ","4,600 ","4,917 ","5,320 ","6,534 ","6,779 ","6,922 ","6,123 ","6,018 ","5,836 ","4,907.00 ","3,517.00 ","3,517.00 ","2,675.00 ","1,660.00 ","","91,494 "
"16/12/2023","LÍNEA H","162.00 ","357.00 ","298.00 ","313.00 ","213 ","164 ","155 ","143 ","137 ","121 ","125 ","104 ","108 ","97 ","94.00 ","55.00 ","45.00 ","58.00 ","17.00 ","","2,766 "
"16/12/2023","LÍNEA J","960.00 ","1,561.00 ","1,708.00 ","1,790.00 ","1,408 ","1,327 ","1,230 ","1,147 ","1,071 ","1,045 ","997 ","947 ","917 ","842 ","590.00 ","350.00 ","329.00 ","318.00 ","129.00 ","","18,666 "
"16/12/2023","LÍNEA K","1,758.00 ","2,536.00 ","2,369.00 ","2,353.00 ","2,054 ","1,683 ","1,518 ","1,583 ","1,675 ","1,529 ","1,449 ","1,559 ","1,582 ","1,605 ","1,036.00 ","390.00 ","782.00 ","718.00 ","307.00 ","","28,486 "
"16/12/2023","LÍNEA L","","","","","6 ","209 ","198 ","261 ","281 ","220 ","263 ","325 ","299 ","241 ","2.00 ","","","","","","2,305 "
"16/12/2023","LÍNEA M","244.00 ","553.00 ","692.00 ","570.00 ","433 ","289 ","291 ","367 ","475 ","582 ","644 ","637 ","654 ","692 ","682.00 ","590.00 ","581.00 ","533.00 ","394.00 ","","9,903 "
"16/12/2023","LÍNEA O","193.00 ","555.00 ","865.00 ","878.00 ","628 ","536 ","519 ","561 ","740 ","664 ","686 ","700 ","638 ","620 ","484.00 ","456.00 ","455.00 ","522.00 ","346.00 ","","11,046 "
"16/12/2023","LÍNEA P","917.00 ","1,754.00 ","1,870.00 ","1,844.00 ","1,404 ","1,055 ","1,105 ","1,098 ","1,171 ","939 ","961 ","1,042 ","948 ","789 ","816.00 ","435.00 ","427.00 ","455.00 ","267.00 ","","19,297 "
"16/12/2023","LÍNEA T-A","953.00 ","2,153.00 ","2,898.00 ","3,176.00 ","2,618 ","1,823 ","1,596 ","2,629 ","3,117 ","3,509 ","3,549 ","3,524 ","3,167 ","3,503 ","2,979.00 ","3,061.00 ","2,975.00 ","2,316.00 ","1,716.00 ","","51,262 "
"17/12/2023","LÍNEA 1","539.00 ","1,872.00 ","2,042.00 ","2,352.00 ","2,885 ","3,533 ","3,529 ","3,650 ","3,750 ","3,896 ","4,189 ","3,909 ","3,759 ","3,881 ","3,964.00 ","3,223.00 ","3,133.00 ","2,705.00 ","583.00 ","","57,394 "
"17/12/2023","LÍNEA 2","15.00 ","200.00 ","221.00 ","292.00 ","245 ","379 ","557 ","544 ","610 ","777 ","713 ","768 ","816 ","886 ","775.00 ","627.00 ","469.00 ","370.00 ","87.00 ","","9,351 "
"17/12/2023","LÍNEA A","4,126.00 ","11,833.00 ","13,245.00 ","13,312.00 ","16,532 ","18,846 ","19,535 ","21,366 ","22,900 ","25,246 ","28,252 ","27,481 ","29,402 ","31,790 ","30,994.00 ","25,350.00 ","22,636.00 ","21,011.00 ","2,903.00 ","","386,760 "
"17/12/2023","LÍNEA B","727.00 ","1,868.00 ","2,008.00 ","2,204.00 ","3,180 ","3,189 ","3,571 ","3,766 ","3,712 ","4,300 ","4,303 ","3,879 ","4,063 ","4,121 ","4,100.00 ","3,224.00 ","2,599.00 ","2,101.00 ","305.00 ","","57,220 "
"17/12/2023","LÍNEA H","","","","","5 ","197 ","133 ","183 ","112 ","128 ","97 ","80 ","58 ","97 ","99.00 ","96.00 ","63.00 ","36.00 ","","","1,384 "
"17/12/2023","LÍNEA J","","","","","60 ","1,344 ","1,082 ","1,132 ","992 ","935 ","918 ","847 ","896 ","917 ","925.00 ","669.00 ","589.00 ","299.00 ","4.00 ","","11,609 "
"17/12/2023","LÍNEA K","","","","","843 ","1,519 ","1,461 ","1,536 ","1,576 ","1,470 ","1,591 ","1,470 ","1,672 ","1,778 ","1,355.00 ","1,241.00 ","1,092.00 ","502.00 ","34.00 ","","19,140 "
"17/12/2023","LÍNEA L","","","","","86 ","198 ","322 ","406 ","398 ","342 ","362 ","355 ","473 ","339 ","","","","","","","3,281 "
"17/12/2023","LÍNEA M","","","","","8 ","414 ","411 ","394 ","398 ","446 ","501 ","500 ","516 ","569 ","593.00 ","546.00 ","510.00 ","445.00 ","221.00 ","","6,472 "
"17/12/2023","LÍNEA O","19.00 ","335.00 ","280.00 ","338.00 ","299 ","443 ","410 ","360 ","424 ","418 ","430 ","422 ","430 ","532 ","450.00 ","411.00 ","425.00 ","417.00 ","73.00 ","","6,916 "
"17/12/2023","LÍNEA P","","","","","44 ","1,091 ","850 ","1,008 ","940 ","882 ","918 ","910 ","981 ","800 ","768.00 ","817.00 ","650.00 ","351.00 ","31.00 ","","11,041 "
"17/12/2023","LÍNEA T-A","198.00 ","795.00 ","975.00 ","1,095.00 ","1,352 ","1,667 ","1,852 ","1,871 ","1,980 ","2,104 ","2,233 ","2,159 ","2,273 ","2,550 ","2,669.00 ","2,197.00 ","1,856.00 ","1,859.00 ","512.00 ","","32,197 "
"18/12/2023","LÍNEA 1","2,698.00 ","7,178.00 ","9,633.00 ","9,052.00 ","6,334 ","5,552 ","4,864 ","4,736 ","4,924 ","4,814 ","5,765 ","6,211 ","7,851 ","10,024 ","7,971.00 ","5,381.00 ","3,649.00 ","2,802.00 ","1,902.00 ","","111,341 "
"18/12/2023","LÍNEA 2","160.00 ","736.00 ","965.00 ","1,022.00 ","870 ","931 ","1,032 ","1,135 ","1,194 ","1,119 ","1,306 ","1,648 ","1,989 ","2,093 ","1,937.00 ","1,485.00 ","865.00 ","579.00 ","295.00 ","","21,361 "
"18/12/2023","LÍNEA A","15,623.00 ","40,369.00 ","57,399.00 ","50,153.00 ","33,572 ","29,152 ","27,770 ","27,985 ","30,587 ","30,871 ","37,508 ","40,613 ","58,513 ","81,179 ","63,360.00 ","40,393.00 ","25,631.00 ","18,739.00 ","13,243.00 ","","722,660 "
